Percent of connections that are bidirected: 0.3944938440492476
rule_id, collapses, edges_approx, total_cost, rule_details
12, 8, 0, 229460, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 787), ('type_1', 'type_1'), ('type_1', 593), (787, 593), (792, 593)]
39, 15, 0, 229291, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 689), ('type_1', 'type_1'), ('type_1', 689), (689, 847), (689, 849)]
23, 9, 0, 229206, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 593), ('type_1', 'type_1'), ('type_1', 593), (792, 593), (1052, 593)]
11, 30, 0, 229207, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 787), ('type_1', 'type_1'), ('type_1', 593), (787, 593)]
85, 2, 75, 242837, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 98), ('type_0', 83), ('type_1', 'type_1'), ('type_1', 83), (83, 98)]
11, 1, 33, 242913, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 787), ('type_1', 'type_1'), ('type_1', 593), (787, 593)]
48, 1, 36, 242767, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
33, 2, 73, 242898, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
38, 1, 38, 242984, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
33, 1, 39, 243060, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
0, 2, 78, 243201, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 593), ('type_1', 'type_1'), ('type_1', 593), (593, 782), (782, 593)]
85, 1, 38, 243119, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 98), ('type_0', 83), ('type_1', 'type_1'), ('type_1', 83), (83, 98)]
0, 1, 32, 243181, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 593), ('type_1', 'type_1'), ('type_1', 593), (593, 782), (782, 593)]
51, 1, 38, 243075, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 118), ('type_0', 766), ('type_1', 'type_1'), ('type_1', 118), (766, 118)]
33, 1, 33, 243139, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
48, 1, 36, 243017, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
38, 1, 35, 243097, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
57, 1, 36, 242999, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 177), ('type_1', 'type_1'), ('type_1', 224), ('type_1', 177), (177, 224)]
11, 1, 36, 243081, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 787), ('type_1', 'type_1'), ('type_1', 593), (787, 593)]
48, 1, 34, 242919, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
81, 1, 33, 242331, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 96), ('type_0', 151), ('type_1', 'type_1'), ('type_1', 96), ('type_1', 151), (96, 151), (151, 96)]
38, 1, 35, 242411, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
59, 2, 71, 241998, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 117), ('type_1', 'type_1'), ('type_1', 117), ('type_1', 15), (15, 117), (117, 15)]
85, 1, 34, 241932, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 98), ('type_0', 83), ('type_1', 'type_1'), ('type_1', 83), (83, 98)]
59, 1, 26, 241814, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 117), ('type_1', 'type_1'), ('type_1', 117), ('type_1', 15), (15, 117), (117, 15)]
48, 1, 32, 241660, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
81, 1, 30, 241418, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 96), ('type_0', 151), ('type_1', 'type_1'), ('type_1', 96), ('type_1', 151), (96, 151), (151, 96)]
0, 1, 23, 241462, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 593), ('type_1', 'type_1'), ('type_1', 593), (593, 782), (782, 593)]
38, 1, 30, 241532, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
33, 1, 32, 241594, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
57, 1, 31, 241534, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 177), ('type_1', 'type_1'), ('type_1', 224), ('type_1', 177), (177, 224)]
33, 2, 58, 241635, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
38, 1, 29, 241703, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
57, 1, 31, 241619, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 177), ('type_1', 'type_1'), ('type_1', 224), ('type_1', 177), (177, 224)]
38, 1, 27, 241683, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
51, 1, 30, 241573, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 118), ('type_0', 766), ('type_1', 'type_1'), ('type_1', 118), (766, 118)]
57, 1, 29, 241497, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 177), ('type_1', 'type_1'), ('type_1', 224), ('type_1', 177), (177, 224)]
38, 1, 26, 241559, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
81, 1, 28, 241097, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 96), ('type_0', 151), ('type_1', 'type_1'), ('type_1', 96), ('type_1', 151), (96, 151), (151, 96)]
33, 2, 55, 241192, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
57, 1, 28, 241078, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 177), ('type_1', 'type_1'), ('type_1', 224), ('type_1', 177), (177, 224)]
48, 1, 27, 240926, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
38, 1, 28, 240992, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
48, 1, 27, 240900, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
33, 2, 52, 240989, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
85, 1, 27, 240945, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 98), ('type_0', 83), ('type_1', 'type_1'), ('type_1', 83), (83, 98)]
38, 1, 21, 240997, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
48, 2, 51, 240796, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
38, 1, 23, 240852, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
48, 1, 24, 240778, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
38, 1, 22, 240832, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
51, 1, 23, 240780, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 118), ('type_0', 766), ('type_1', 'type_1'), ('type_1', 118), (766, 118)]
33, 1, 20, 240818, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
48, 1, 22, 240752, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
33, 1, 19, 240788, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
38, 1, 23, 240844, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
57, 1, 22, 240778, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 177), ('type_1', 'type_1'), ('type_1', 224), ('type_1', 177), (177, 224)]
38, 1, 23, 240834, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
48, 1, 24, 240772, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
33, 1, 23, 240816, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
85, 2, 56, 240661, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 98), ('type_0', 83), ('type_1', 'type_1'), ('type_1', 83), (83, 98)]
11, 1, 29, 240729, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 787), ('type_1', 'type_1'), ('type_1', 593), (787, 593)]
38, 2, 63, 240864, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
51, 1, 32, 240734, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 118), ('type_0', 766), ('type_1', 'type_1'), ('type_1', 118), (766, 118)]
38, 2, 64, 240871, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
33, 2, 67, 240990, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
59, 1, 35, 240038, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 117), ('type_1', 'type_1'), ('type_1', 117), ('type_1', 15), (15, 117), (117, 15)]
33, 1, 36, 240108, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
38, 2, 70, 240257, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
33, 2, 72, 240386, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
38, 3, 110, 240614, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
33, 1, 37, 240686, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
48, 1, 37, 239966, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
38, 1, 35, 240046, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
11, 1, 36, 240128, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 787), ('type_1', 'type_1'), ('type_1', 593), (787, 593)]
38, 1, 37, 240212, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
81, 1, 36, 238938, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 96), ('type_0', 151), ('type_1', 'type_1'), ('type_1', 96), ('type_1', 151), (96, 151), (151, 96)]
0, 1, 36, 239008, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 593), ('type_1', 'type_1'), ('type_1', 593), (593, 782), (782, 593)]
48, 1, 36, 238910, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
38, 1, 31, 238982, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
33, 2, 73, 239113, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
81, 2, 73, 237420, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 96), ('type_0', 151), ('type_1', 'type_1'), ('type_1', 96), ('type_1', 151), (96, 151), (151, 96)]
33, 1, 30, 237478, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
81, 1, 34, 236800, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 96), ('type_0', 151), ('type_1', 'type_1'), ('type_1', 96), ('type_1', 151), (96, 151), (151, 96)]
11, 2, 67, 236943, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 787), ('type_1', 'type_1'), ('type_1', 593), (787, 593)]
33, 2, 69, 237066, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
48, 1, 34, 236988, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
59, 1, 31, 236904, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 117), ('type_1', 'type_1'), ('type_1', 117), ('type_1', 15), (15, 117), (117, 15)]
33, 1, 27, 236956, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
59, 1, 33, 236576, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 117), ('type_1', 'type_1'), ('type_1', 117), ('type_1', 15), (15, 117), (117, 15)]
48, 1, 33, 236280, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
38, 1, 33, 236356, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
57, 2, 63, 236143, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 177), ('type_1', 'type_1'), ('type_1', 224), ('type_1', 177), (177, 224)]
48, 2, 60, 235528, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
33, 1, 32, 235590, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
48, 2, 64, 234863, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
97, 2, 61, 233994, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 79), ('type_0', 23), ('type_1', 'type_1'), ('type_1', 79), ('type_1', 23), (23, 79)]
81, 1, 31, 233430, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 96), ('type_0', 151), ('type_1', 'type_1'), ('type_1', 96), ('type_1', 151), (96, 151), (151, 96)]
59, 3, 88, 232618, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 117), ('type_1', 'type_1'), ('type_1', 117), ('type_1', 15), (15, 117), (117, 15)]
38, 2, 56, 232739, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
97, 1, 26, 232441, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 79), ('type_0', 23), ('type_1', 'type_1'), ('type_1', 79), ('type_1', 23), (23, 79)]
51, 1, 24, 232379, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 118), ('type_0', 766), ('type_1', 'type_1'), ('type_1', 118), (766, 118)]
33, 1, 23, 232423, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
81, 1, 26, 231933, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 96), ('type_0', 151), ('type_1', 'type_1'), ('type_1', 96), ('type_1', 151), (96, 151), (151, 96)]
33, 1, 25, 231981, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
97, 1, 24, 231799, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 79), ('type_0', 23), ('type_1', 'type_1'), ('type_1', 79), ('type_1', 23), (23, 79)]
21, 1, 19, 231847, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 593), ('type_1', 'type_1'), ('type_1', 593), (792, 593)]
58, 1, 22, 231765, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 224), ('type_1', 'type_1'), ('type_1', 224), ('type_1', 177), (177, 224)]
38, 1, 23, 231821, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 802), ('type_1', 'type_1'), ('type_1', 689), (689, 802)]
59, 4, 85, 231074, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 117), ('type_1', 'type_1'), ('type_1', 117), ('type_1', 15), (15, 117), (117, 15)]
97, 2, 39, 230633, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 79), ('type_0', 23), ('type_1', 'type_1'), ('type_1', 79), ('type_1', 23), (23, 79)]
21, 1, 15, 230673, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 593), ('type_1', 'type_1'), ('type_1', 593), (792, 593)]
81, 1, 19, 230397, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 96), ('type_0', 151), ('type_1', 'type_1'), ('type_1', 96), ('type_1', 151), (96, 151), (151, 96)]
97, 1, 17, 230189, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 79), ('type_0', 23), ('type_1', 'type_1'), ('type_1', 79), ('type_1', 23), (23, 79)]
57, 1, 16, 230123, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 177), ('type_1', 'type_1'), ('type_1', 224), ('type_1', 177), (177, 224)]
51, 1, 16, 230057, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 118), ('type_0', 766), ('type_1', 'type_1'), ('type_1', 118), (766, 118)]
81, 1, 15, 229917, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 96), ('type_0', 151), ('type_1', 'type_1'), ('type_1', 96), ('type_1', 151), (96, 151), (151, 96)]
85, 1, 13, 229905, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 98), ('type_0', 83), ('type_1', 'type_1'), ('type_1', 83), (83, 98)]
59, 1, 10, 229863, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 117), ('type_1', 'type_1'), ('type_1', 117), ('type_1', 15), (15, 117), (117, 15)]
85, 1, 11, 229823, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 98), ('type_0', 83), ('type_1', 'type_1'), ('type_1', 83), (83, 98)]
58, 1, 11, 229747, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 224), ('type_1', 'type_1'), ('type_1', 224), ('type_1', 177), (177, 224)]
81, 1, 11, 229623, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 96), ('type_0', 151), ('type_1', 'type_1'), ('type_1', 96), ('type_1', 151), (96, 151), (151, 96)]
48, 1, 9, 229591, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
59, 2, 18, 229324, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 117), ('type_1', 'type_1'), ('type_1', 117), ('type_1', 15), (15, 117), (117, 15)]
85, 1, 9, 229244, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 98), ('type_0', 83), ('type_1', 'type_1'), ('type_1', 83), (83, 98)]
97, 1, 9, 229128, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 79), ('type_0', 23), ('type_1', 'type_1'), ('type_1', 79), ('type_1', 23), (23, 79)]
48, 2, 15, 229047, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 125), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 118), (118, 125), (125, 118)]
31, 1, 7, 229071, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 593), ('type_1', 'type_1'), ('type_1', 593), (593, 805)]
97, 1, 7, 228963, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 79), ('type_0', 23), ('type_1', 'type_1'), ('type_1', 79), ('type_1', 23), (23, 79)]
58, 2, 11, 228874, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 224), ('type_1', 'type_1'), ('type_1', 224), ('type_1', 177), (177, 224)]
81, 1, 5, 228786, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 96), ('type_0', 151), ('type_1', 'type_1'), ('type_1', 96), ('type_1', 151), (96, 151), (151, 96)]
97, 1, 4, 228744, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 79), ('type_0', 23), ('type_1', 'type_1'), ('type_1', 79), ('type_1', 23), (23, 79)]
81, 1, 2, 228686, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 96), ('type_0', 151), ('type_1', 'type_1'), ('type_1', 96), ('type_1', 151), (96, 151), (151, 96)]
33, 1, 2, 228688, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 688), ('type_1', 'type_1'), ('type_1', 593), (593, 688), (688, 593)]
0, 1, 1, 228688, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 593), ('type_1', 'type_1'), ('type_1', 593), (593, 782), (782, 593)]
97, 1, 1, 228652, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 79), ('type_0', 23), ('type_1', 'type_1'), ('type_1', 79), ('type_1', 23), (23, 79)]
0, 2, 1, 228639, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 593), ('type_1', 'type_1'), ('type_1', 593), (593, 782), (782, 593)]
147, 1, 0, 228637, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_1', 'type_1'), (682, 900), (900, 682)]
Basic edge list: 229509 bits
Final compression: 228637 bits (99.62005847265249 percent)
Best compression: 228053 bits (99.36560222039223 percent) occurred with 300 of 1224 nodes compressed (24.50980392156863 percent)
